[10/09/2025 12:05:44.912 AM] Message  || User: racerdg             || Channel: #yapper-committee                    || Content: damnn
[10/09/2025 12:41:18.421 PM] Message  || User: simplyshadow171295  || Channel: #bot-spam                            || Content: tomcat show me microwave
[10/09/2025 12:41:18.421 PM] Intent   || show_photo                ||                                               || cat=Microwave
[10/09/2025 12:41:21.417 PM] Action   || Name: show_cache_downl... || Trigger: https://drive.google.com/uc?expor... || Output: sn=6219 attempt=1 size=1514923
[10/09/2025 12:41:32.942 PM] Message  || User: simplyshadow171295  || Channel: #bot-spam                            || Content: okay so he’s just homophobic is what i’m hearing
[10/09/2025 12:41:36.608 PM] Action   || Name: show_cache_downl... || Trigger: https://drive.google.com/uc?expor... || Output: sn=6214 attempt=1 size=437996
[10/09/2025 12:46:30.775 PM] Message  || User: austinbaustinb      || Channel: #bot-spam                            || Content: The “show me” function still requires some more backend work from my...
[10/09/2025 12:46:42.613 PM] Message  || User: austinbaustinb      || Channel: #bot-spam                            || Content: Doesn’t update based off that database sheet yet
[10/09/2025 12:47:12.899 PM] Message  || User: austinbaustinb      || Channel: #bot-spam                            || Content: Most likely won’t ever but we’re moving off of sheets not too long f...
[10/09/2025 12:47:27.031 PM] Message  || User: austinbaustinb      || Channel: #bot-spam                            || Content: So then it will auto update
[10/09/2025 12:50:24.468 PM] Message  || User: kcreepertux04       || Channel: #yapper-committee                    || Content: if fifth harmony started a auto repair shop they should call it Fift...
[10/09/2025 12:55:57.685 PM] Message  || User: simplyshadow171295  || Channel: #bot-spam                            || Content: yippee wahoo
[10/09/2025 12:56:09.971 PM] React+   || User: simplyshadow171295  || Channel: #yapper-committee                    || emoji=<:happycat:834819172546510868>; msg=1425855115260072129
[10/09/2025 01:02:19.811 PM] React+   || User: m_digio             || Channel: #feeding-team                        || emoji=👍; msg="someone was feeding microwave wet food, ..." by emiximez
[10/09/2025 01:02:23.183 PM] React+   || User: m_digio             || Channel: #feeding-team                        || emoji=💪; msg="someone was feeding microwave wet food, ..." by emiximez
[10/09/2025 01:02:44.483 PM] React+   || User: slayc127            || Channel: #feeding-team                        || emoji=👍; msg="someone was feeding microwave wet food, ..." by emiximez
[10/09/2025 01:02:52.008 PM] Message  || User: m_digio             || Channel: #feeding-team                        || Content: Im going fix the lock rn
[10/09/2025 01:03:14.189 PM] React+   || User: slayc127            || Channel: #feeding-team                        || emoji=🥀; msg="it is genuinely bewildering to me how pe..." by simplyshadow171295
[10/09/2025 01:03:19.741 PM] Message  || User: spitonme            || Channel: #feeding-team                        || Content: thats so dumb
[10/09/2025 01:03:20.804 PM] Message  || User: m_digio             || Channel: #feeding-team                        || Content: I gotta figure out how to take a video of it
[10/09/2025 01:03:21.421 PM] Message  || User: spitonme            || Channel: #feeding-team                        || Content: like
[10/09/2025 01:03:23.661 PM] React+   || User: spitonme            || Channel: #feeding-team                        || emoji=🐙; msg="I gotta figure out how to take a video o..." by m_digio
[10/09/2025 01:03:52.171 PM] Message  || User: spitonme            || Channel: #feeding-team                        || Content: next whimsy wednesday can someone post things about dues and our oth...
[10/09/2025 01:03:52.185 PM] Action   || Name: intent_router_error || Trigger: type=AttributeError                  || Output: 'IntentRouter' object has no attribute '_stations_from_schedule'
[10/09/2025 01:04:11.333 PM] React+   || User: morganic._.         || Channel: #feeding-team                        || emoji=<:catthumbsup:931115163317329920>; msg="@active feeders Unless you are ...
[10/09/2025 01:04:23.274 PM] Message  || User: slayc127            || Channel: #feeding-team                        || Content: tomato to that person
[10/09/2025 01:04:25.176 PM] Message  || User: slayc127            || Channel: #feeding-team                        || Content: all ill say
[10/09/2025 01:04:31.580 PM] Message  || User: emiximez            || Channel: #feeding-team                        || Content: yesss that would be good
[10/09/2025 01:04:41.720 PM] React+   || User: morganic._.         || Channel: #feeding-team                        || emoji=💪; msg="someone was feeding microwave wet food, ..." by emiximez
[10/09/2025 01:04:43.816 PM] Message  || User: slayc127            || Channel: #feeding-team                        || Content: bring back public shaming /j
[10/09/2025 01:04:48.467 PM] React+   || User: simplyshadow171295  || Channel: #feeding-team                        || emoji=‼️; msg="bring back public shaming /j" by slayc127
[10/09/2025 01:05:03.218 PM] Message  || User: m_digio             || Channel: #feeding-team                        || Content: I never stopped
[10/09/2025 01:05:49.532 PM] Message  || User: simplyshadow171295  || Channel: #feeding-team                        || Content: that would be laramie
[10/09/2025 01:05:54.421 PM] React+   || User: spitonme            || Channel: #yapper-committee                    || emoji=🐙; msg=1425855115260072129
[10/09/2025 01:05:58.922 PM] Edit     || User: emiximez            || Channel: #feeding-team                        || someone was feeding microwave wet food, he had already eaten most of it (fata...
[10/09/2025 01:06:32.605 PM] Message  || User: simplyshadow171295  || Channel: #feeding-team                        || Content: @ .laramie
[10/09/2025 01:06:44.854 PM] Message  || User: morganic._.         || Channel: #feeding-team                        || Content: we used to have a nice lil scrub brush in the food locker - now that...
[10/09/2025 01:06:58.715 PM] Message  || User: spitonme            || Channel: #feeding-team                        || Content: youre so much better than me bc i wouldve been lecturing them
[10/09/2025 01:07:05.412 PM] React+   || User: simplyshadow171295  || Channel: #feeding-team                        || emoji=🤝; msg="youre so much better than me bc i wouldv..." by spitonme
[10/09/2025 01:07:06.119 PM] React+   || User: morganic._.         || Channel: #feeding-team                        || emoji=🥀; msg="it is genuinely bewildering to me how pe..." by simplyshadow171295
[10/09/2025 01:07:08.728 PM] React+   || User: spitonme            || Channel: #feeding-team                        || emoji=🐙; msg="we used to have a nice lil scrub brush i..." by morganic._.
[10/09/2025 01:07:21.358 PM] Message  || User: spitonme            || Channel: #feeding-team                        || Content: yes bro the saliva film
[10/09/2025 01:07:32.477 PM] Message  || User: simplyshadow171295  || Channel: #feeding-team                        || Content: honest to god i’d have been like “there’s no excuse. you’re in colle...
[10/09/2025 01:07:34.859 PM] React+   || User: morganic._.         || Channel: #feeding-team                        || emoji=🤞; msg="safe to say they won't do it anymore sin..." by emiximez
[10/09/2025 01:07:42.209 PM] React+   || User: spitonme            || Channel: #feeding-team                        || emoji=🐙; msg="honest to god i’d have been like “there’..." by simplyshadow171295
[10/09/2025 01:08:13.817 PM] Message  || User: spitonme            || Channel: #feeding-team                        || Content: “why are you doing this? you need to stop. you are not helping, your...
[10/09/2025 01:08:18.993 PM] Message  || User: emiximez            || Channel: #feeding-team                        || Content: i definitely was a bit upset but i don't feel like i'm in a position...
[10/09/2025 01:08:28.823 PM] React+   || User: spitonme            || Channel: #feeding-team                        || emoji=🐙; msg="i definitely was a bit upset but i don't..." by emiximez
[10/09/2025 01:08:32.221 PM] Message  || User: spitonme            || Channel: #feeding-team                        || Content: its true 😔
[10/09/2025 01:08:41.271 PM] Message  || User: simplyshadow171295  || Channel: #feeding-team                        || Content: unforch 😔
[10/09/2025 01:08:42.756 PM] React+   || User: slayc127            || Channel: #feeding-team                        || emoji=🤝; msg="youre so much better than me bc i wouldv..." by spitonme
[10/09/2025 01:08:48.995 PM] React+   || User: slayc127            || Channel: #feeding-team                        || emoji=🐙; msg="i definitely was a bit upset but i don't..." by emiximez
[10/09/2025 01:08:57.019 PM] Message  || User: emiximez            || Channel: #feeding-team                        || Content: i just let them know that it's not healthy for him and that if they ...
[10/09/2025 01:08:57.028 PM] Intent   || feed_update               ||                                               || station=Microwave; dates=['2025-10-09']
[10/09/2025 01:09:00.358 PM] Action   || Name: sheet_mark          || Trigger: station=Microwave date=2025-10-09    || Output: ok
[10/09/2025 01:09:00.358 PM] Action   || Name: feed_update         || Trigger: station=Microwave; dates=2025-10-09  || Output: ok
[10/09/2025 01:09:02.855 PM] Message  || User: spitonme            || Channel: #feeding-team                        || Content: but also as non officers we have a little more wiggle room to be kin...
[10/09/2025 01:09:09.556 PM] React+   || User: spitonme            || Channel: #feeding-team                        || emoji=🐙; msg="i just let them know that it's not healt..." by emiximez
[10/09/2025 01:09:13.212 PM] React+   || User: simplyshadow171295  || Channel: #feeding-team                        || emoji=‼️; msg="but also as non officers we have a littl..." by spitonme
[10/09/2025 01:09:17.565 PM] React+   || User: simplyshadow171295  || Channel: #feeding-team                        || emoji=‼️; msg="i just let them know that it's not healt..." by emiximez
[10/09/2025 01:09:20.635 PM] Message  || User: slayc127            || Channel: #feeding-team                        || Content: :3p
[10/09/2025 01:09:25.085 PM] Message  || User: slayc127            || Channel: #feeding-team                        || Content: acacia said it not kazius
[10/09/2025 01:09:39.944 PM] Message  || User: emiximez            || Channel: #feeding-team                        || Content: yeah i'd just hate to be representing the club as a member and comin...
[10/09/2025 01:09:43.608 PM] React+   || User: morganic._.         || Channel: #feeding-team                        || emoji=💖; msg="i definitely was a bit upset but i don't..." by emiximez
[10/09/2025 01:09:51.379 PM] React+   || User: spitonme            || Channel: #feeding-team                        || emoji=🐙; msg="yeah i'd just hate to be representing th..." by emiximez
[10/09/2025 01:09:51.523 PM] React+   || User: m_digio             || Channel: #feeding-team                        || emoji=❤️; msg="but also as non officers we have a littl..." by spitonme
[10/09/2025 01:09:55.512 PM] Message  || User: emiximez            || Channel: #feeding-team                        || Content: but sometimes you gotta put ur foot down
[10/09/2025 01:09:59.490 PM] Message  || User: slayc127            || Channel: #feeding-team                        || Content: but ive always said if yall arent comfy confronting folks u dont hav...
[10/09/2025 01:10:02.715 PM] Message  || User: m_digio             || Channel: #feeding-team                        || Content: We love you for it too
[10/09/2025 01:10:06.175 PM] React+   || User: emiximez            || Channel: #feeding-team                        || emoji=🩷; msg="but ive always said if yall arent comfy ..." by slayc127
[10/09/2025 01:10:06.614 PM] React+   || User: slayc127            || Channel: #feeding-team                        || emoji=‼️; msg="We love you for it too" by m_digio
[10/09/2025 01:10:06.922 PM] React+   || User: spitonme            || Channel: #feeding-team                        || emoji=🐙; msg="We love you for it too" by m_digio
