[10/14/2025 12:00:00.947 AM] Message  || User: celeryiscelery      || Channel: #purrley-pawsitive-pussy-pals        || Content: there’s always that *one thing* that pisses off parents like no other
[10/14/2025 11:28:11.613 AM] React+   || User: moineau_l.oiseau    || Channel: #yapper-committee                    || emoji=😭; msg="i told my manager i didnt want kids till..." by spitonme
[10/14/2025 11:28:11.892 AM] React+   || User: spitonme            || Channel: #feeding-team                        || emoji=🐙; msg="New hole and bigger, a little easier ill..." by m_digio
[10/14/2025 11:28:19.471 AM] React+   || User: austinbaustinb      || Channel: #feeding-team                        || emoji=❤️; msg="New hole and bigger, a little easier ill..." by m_digio
[10/14/2025 11:28:28.494 AM] React+   || User: moineau_l.oiseau    || Channel: #pet-pictures                        || emoji=🛩️; msg=1426961750447755455
[10/14/2025 11:28:32.635 AM] React+   || User: moineau_l.oiseau    || Channel: #pet-pictures                        || emoji=😭; msg="Im scared hes tryna lay on my things to ..." by .bettercalljack
[10/14/2025 11:28:39.628 AM] React+   || User: moineau_l.oiseau    || Channel: #pet-pictures                        || emoji=<:macrowave:857753712591634442>; msg="Old man" by m_digio
[10/14/2025 11:28:42.749 AM] React+   || User: .bettercalljack     || Channel: #feeding-team                        || emoji=🐙; msg="New hole and bigger, a little easier ill..." by m_digio
[10/14/2025 11:28:47.239 AM] React+   || User: moineau_l.oiseau    || Channel: #pet-pictures                        || emoji=<:happycat:834819172546510868>; msg="Angy old man" by m_digio
[10/14/2025 11:28:58.074 AM] React+   || User: moineau_l.oiseau    || Channel: #pet-pictures                        || emoji=❤️; msg="Toothless's first vet visit !" by .s3j
[10/14/2025 11:29:00.725 AM] React+   || User: moineau_l.oiseau    || Channel: #pet-pictures                        || emoji=<:nom:834819064177623091>; msg="Toothless's first vet visit !" by .s3j
[10/14/2025 11:29:04.568 AM] React+   || User: slayc127            || Channel: #feeding-team                        || emoji=🐙; msg="New hole and bigger, a little easier ill..." by m_digio
[10/14/2025 11:29:05.006 AM] React+   || User: slayc127            || Channel: #feeding-team                        || emoji=❤️; msg="New hole and bigger, a little easier ill..." by m_digio
[10/14/2025 11:29:07.274 AM] React+   || User: moineau_l.oiseau    || Channel: #pet-pictures                        || emoji=‼️; msg="Hes so cute rahhhhhh" by m_digio
[10/14/2025 11:29:10.676 AM] React+   || User: moineau_l.oiseau    || Channel: #pet-pictures                        || emoji=🥳; msg="He's healthy tho ! Yay" by .s3j
[10/14/2025 11:29:13.624 AM] React+   || User: moineau_l.oiseau    || Channel: #pet-pictures                        || emoji=<:cute:933104767348134018>; msg="He's healthy tho ! Yay" by .s3j
[10/14/2025 11:29:56.581 AM] React+   || User: adeyumii            || Channel: #feeding-team                        || emoji=🐙; msg="New hole and bigger, a little easier ill..." by m_digio
[10/14/2025 11:29:56.922 AM] React+   || User: adeyumii            || Channel: #feeding-team                        || emoji=❤️; msg="New hole and bigger, a little easier ill..." by m_digio
[10/14/2025 11:30:16.460 AM] React+   || User: the.lemonade.stand  || Channel: #itty-bitty-kitty-commitee           || emoji=‼️; msg="sometimes the day is too stressful ,, i ..." by spitonme
[10/14/2025 11:30:45.544 AM] Message  || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || Content: @Derek [TNR] this is the vet i bring jackson to back home
[10/14/2025 11:31:01.803 AM] Message  || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || Content: exciting day for my dog because i Will be telling my parents
[10/14/2025 11:31:22.458 AM] Message  || User: kukieari            || Channel: #yapper-committee                    || Content: meow
[10/14/2025 11:31:22.826 AM] Action   || Name: handle_misc         || Trigger: trigger=meow                         || Output: MEOW MEOW!
[10/14/2025 11:33:43.320 AM] React+   || User: moineau_l.oiseau    || Channel: #executive-board                     || emoji=👍; msg="updates on avocado:
-toby messaged back,..." by slayc127
[10/14/2025 11:34:18.997 AM] React+   || User: moineau_l.oiseau    || Channel: #executive-board                     || emoji=‼️; msg="personally, i dont think roach should be..." by slayc127
[10/14/2025 11:34:20.457 AM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: mrow
[10/14/2025 11:34:25.847 AM] Message  || User: adeyumii            || Channel: #pictures-of-the-cats                || Content: he's an interesting creature
[10/14/2025 11:34:28.069 AM] React+   || User: moineau_l.oiseau    || Channel: #executive-board                     || emoji=❤️; msg="noted, ik some of yall have interacted w..." by celeryiscelery
[10/14/2025 11:34:39.546 AM] React+   || User: .bettercalljack     || Channel: #yapper-committee                    || emoji=😭; msg="i told my manager i didnt want kids till..." by spitonme
[10/14/2025 11:35:17.866 AM] React+   || User: moineau_l.oiseau    || Channel: #executive-board                     || emoji=👍; msg="drafting out the announcement, what do w..." by slayc127
[10/14/2025 11:35:47.918 AM] React+   || User: moineau_l.oiseau    || Channel: #purrley-pawsitive-pussy-pals        || emoji=❤️; msg="He is 10lbs and 2 years old or so" by austinbaustinb
[10/14/2025 11:35:49.257 AM] Message  || User: .bettercalljack     || Channel: #yapper-committee                    || Content: "Wait what do you mean you want to wait to have kids/dont want kids ...
[10/14/2025 11:35:49.730 AM] React+   || User: moineau_l.oiseau    || Channel: #purrley-pawsitive-pussy-pals        || emoji=❤️; msg=1427667402736271421
[10/14/2025 11:35:56.766 AM] React+   || User: moineau_l.oiseau    || Channel: #purrley-pawsitive-pussy-pals        || emoji=🤣; msg="He looks offended in that first image😭😭" by m_digio
[10/14/2025 11:35:59.510 AM] React+   || User: moineau_l.oiseau    || Channel: #purrley-pawsitive-pussy-pals        || emoji=‼️; msg="He looks offended in that first image😭😭" by m_digio
[10/14/2025 11:36:05.504 AM] React+   || User: moineau_l.oiseau    || Channel: #purrley-pawsitive-pussy-pals        || emoji=😭; msg="Dudes got some gnarly ear infections app..." by austinbaustinb
[10/14/2025 11:36:10.732 AM] React+   || User: baseketballin       || Channel: #feeding-team                        || emoji=🐙; msg="New hole and bigger, a little easier ill..." by m_digio
[10/14/2025 11:36:11.027 AM] React+   || User: baseketballin       || Channel: #feeding-team                        || emoji=❤️; msg="New hole and bigger, a little easier ill..." by m_digio
[10/14/2025 11:36:15.429 AM] React+   || User: moineau_l.oiseau    || Channel: #purrley-pawsitive-pussy-pals        || emoji=‼️; msg="HES SO CUTESYYYY" by nostalgicsapphic
[10/14/2025 11:36:45.539 AM] React+   || User: simplyshadow171295  || Channel: #feeding-team                        || emoji=❤️; msg="New hole and bigger, a little easier ill..." by m_digio
[10/14/2025 11:37:36.450 AM] React+   || User: moineau_l.oiseau    || Channel: #logging                             || emoji=😭; msg="this username *always* catches me off gu..." by celeryiscelery
[10/14/2025 11:37:38.729 AM] React+   || User: moineau_l.oiseau    || Channel: #logging                             || emoji=‼️; msg="this username *always* catches me off gu..." by celeryiscelery
[10/14/2025 11:39:16.926 AM] React+   || User: .s3j                || Channel: #yapper-committee                    || emoji=😭; msg="i told my manager i didnt want kids till..." by spitonme
[10/14/2025 11:39:23.337 AM] Message  || User: celeryiscelery      || Channel: #feeding-team                        || Content: treat the bin with care yall<:balloonboi:933099871257382983>
[10/14/2025 11:39:47.082 AM] React+   || User: slayc127            || Channel: #feeding-team                        || emoji=‼️; msg="treat the bin with care yall<:balloonboi..." by celeryiscelery
[10/14/2025 11:39:50.102 AM] Message  || User: slayc127            || Channel: #feeding-team                        || Content: PLEASE.
[10/14/2025 11:39:56.312 AM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: i haven't reached my peak yet
[10/14/2025 11:40:03.901 AM] React+   || User: moineau_l.oiseau    || Channel: #feeding-team                        || emoji=‼️; msg="treat the bin with care yall<:balloonboi..." by celeryiscelery
[10/14/2025 11:40:03.992 AM] Message  || User: .bettercalljack     || Channel: #yapper-committee                    || Content: Real
[10/14/2025 11:40:09.034 AM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: i got like another 7 years at least
[10/14/2025 11:40:11.986 AM] React+   || User: abstractly_         || Channel: #feeding-team                        || emoji=🐙; msg="New hole and bigger, a little easier ill..." by m_digio
[10/14/2025 11:40:59.116 AM] Message  || User: .bettercalljack     || Channel: #yapper-committee                    || Content: I need to be an elderly old woman that ragebaits people online and w...
[10/14/2025 11:41:28.551 AM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: my mom does that already and she's 52
[10/14/2025 11:42:41.083 AM] Message  || User: slayc127            || Channel: #announcements                       || Content: @​everyone sorry for the ping! we wanted to remind everyone we have ...
[10/14/2025 11:42:41.083 AM] Edit     || User: slayc127            || Channel: #announcements                       || @​everyone sorry for the ping! we wanted to remind everyone we have our hallo...
[10/14/2025 11:42:41.083 AM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: funny as fuck
[10/14/2025 11:42:41.367 AM] React+   || User: spitonme            || Channel: #announcements                       || emoji=🐙; msg="@​everyone sorry for the ping! we wanted..." by slayc127
[10/14/2025 11:42:41.427 AM] React+   || User: slayc127            || Channel: #yapper-committee                    || emoji=😆; msg="my mom does that already and she's 52" by yaeji
[10/14/2025 11:42:41.662 AM] React+   || User: slayc127            || Channel: #yapper-committee                    || emoji=‼️; msg="my mom does that already and she's 52" by yaeji
[10/14/2025 11:42:48.427 AM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: vietnamese facebook is just twitter for boomers
[10/14/2025 11:42:52.261 AM] React+   || User: slayc127            || Channel: #yapper-committee                    || emoji=😭; msg="vietnamese facebook is just twitter for ..." by yaeji
[10/14/2025 11:43:05.573 AM] React+   || User: spitonme            || Channel: #yapper-committee                    || emoji=🐙; msg=""Wait what do you mean you want to wait ..." by .bettercalljack
[10/14/2025 11:44:02.874 AM] Message  || User: moineau_l.oiseau    || Channel: #executive-board                     || Content: Kaz Kaz Kaz next Friday is the 24th 😭 (just saw the announcement)
[10/14/2025 11:44:08.080 AM] React+   || User: slayc127            || Channel: #executive-board                     || emoji=😭; msg="Kaz Kaz Kaz next Friday is the 24th 😭 (j..." by moineau_l.oiseau
[10/14/2025 11:44:15.509 AM] Edit     || User: slayc127            || Channel: #announcements                       || @​everyone sorry for the ping! we wanted to remind everyone we have our hallo...
[10/14/2025 11:44:20.401 AM] Message  || User: kukieari            || Channel: #yapper-committee                    || Content: wait i lowkey dont remember if i rsvped or not
